id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
5,OSS1,5,turbine,35.54998054,-121.8913578,1.0,4.0,1.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-4180.924737,-2141.486406,-4180.924737,-2141.486406,2.152675602880071,0
29,OSS2,29,turbine,35.54998769,-121.8251861,1.0,4.0,1.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1819.075263,-2141.486406,1819.075263,-2141.486406,2.1526822745941367,0
6,OSS1,6,turbine,35.53195449,-121.8913475,1.0,5.0,1.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-4180.924737,-4141.486406,-4180.924737,-4141.486406,2.152687834358838,0
30,OSS2,30,turbine,35.53196164,-121.8251906,1.0,5.0,1.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1819.075263,-4141.486406,1819.075263,-4141.486406,2.1526933941235336,0
7,OSS1,7,turbine,35.51392839,-121.8913372,1.0,6.0,1.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-4180.924737,-6141.486406,-4180.924737,-6141.486406,2.152700065837588,0
31,OSS2,31,turbine,35.51393553,-121.8251951,1.0,6.0,1.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1819.075263,-6141.486406,1819.075263,-6141.486406,2.152705625602984,0
8,OSS1,8,turbine,35.49590223,-121.8913269,1.0,7.0,1.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-4180.924737,-8141.486406,-4180.924737,-8141.486406,2.1527122973170285,0
32,OSS2,32,turbine,35.49590937,-121.8251996,1.0,7.0,1.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1819.075263,-8141.486406,1819.075263,-8141.486406,2.1527178570810013,0
17,OSS1,17,turbine,35.62209302,-121.8472451,2.0,0.0,2.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,5858.513594,-180.9247368,5858.513594,2.9766425330905766,0
18,OSS1,18,turbine,35.60406718,-121.8472447,2.0,1.0,2.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,3858.513594,-180.9247368,3858.513594,2.152681301486373,0
19,OSS1,19,turbine,35.58604129,-121.8472443,2.0,2.0,2.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,1858.513594,-180.9247368,1858.513594,2.152687977116285,0
20,OSS1,20,turbine,35.56801534,-121.8472438,2.0,3.0,2.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,-141.4864064,-180.9247368,-141.4864064,2.1526935330886983,0
21,OSS1,21,turbine,35.54998934,-121.8472434,2.0,4.0,2.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,-2141.486406,-180.9247368,-2141.486406,2.1527002087227314,0
22,OSS1,22,turbine,35.53196329,-121.8472429,2.0,5.0,2.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,-4141.486406,-180.9247368,-4141.486406,2.1527057646923686,0
23,OSS1,23,turbine,35.51393718,-121.8472425,2.0,6.0,2.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,-6141.486406,-180.9247368,-6141.486406,2.152711324519182,0
24,OSS1,24,turbine,35.49591102,-121.847242,2.0,7.0,2.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,-180.9247368,-8141.486406,-180.9247368,-8141.486406,2.152717996294555,0
OSS1,OSS1,OSS1,substation,35.64011641,-121.8693276,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,-2180.924737,7858.513594,-2180.924737,7858.513594,0.0,0
OSS2,OSS2,OSS2,substation,35.64011714,-121.8251636,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,1819.075263,7858.513594,1819.075263,7858.513594,0.0,0
